text,tokenized,tokenized_str,cluster
imigran gelap rohingnya tidak tahu rasa terima kasih mereka sering melanggar norma dan aturan adat istiadat warga aceh yang menjalankan syariat islam kalau rohingya adala umat muslim harusnya dia punya adab menghargai aturan yang ada di aceh,"['imigran', 'gelap', 'terima', 'kasih', 'melanggar', 'norma', 'aturan', 'adat', 'istiadat', 'warga', 'aceh', 'menjalankan', 'syariat', 'islam', 'rohingya', 'adala', 'umat', 'muslim', 'adab', 'menghargai', 'aturan', 'aceh']",imigran gelap terima kasih melanggar norma aturan adat istiadat warga aceh menjalankan syariat islam rohingya adala umat muslim adab menghargai aturan aceh,3
fk unhcr,"['fk', 'unhcr']",fk unhcr,0
this people dont respect local people believe me,"['people', 'dont', 'respect', 'local', 'people', 'believe']",people dont respect local people believe,1
i pray not face such a situation in my life,"['pray', 'face', 'situation', 'life']",pray face situation life,0
you cant say rohingya are refugees because they came by the method of giving some payment to the human trafficking mafia in bangladesh these are all categorized under illegal immigrants of course as immigrants should not enter an area without clear data such as passports or visas so rohingya are precisely referred to as illegal immigrants on the other hand with palestine or afghanistan they are in a state of war raging please understand before creating a title so that your channel is not considered a channel that has no understanding in this matter,"['cant', 'say', 'rohingya', 'refugees', 'came', 'method', 'giving', 'payment', 'human', 'trafficking', 'mafia', 'bangladesh', 'categorized', 'illegal', 'immigrants', 'course', 'immigrants', 'enter', 'area', 'without', 'clear', 'data', 'passports', 'visas', 'rohingya', 'precisely', 'referred', 'illegal', 'immigrants', 'hand', 'palestine', 'afghanistan', 'state', 'war', 'raging', 'please', 'understand', 'creating', 'title', 'channel', 'considered', 'channel', 'understanding', 'matter']",cant say rohingya refugees came method giving payment human trafficking mafia bangladesh categorized illegal immigrants course immigrants enter area without clear data passports visas rohingya precisely referred illegal immigrants hand palestine afghanistan state war raging please understand creating title channel considered channel understanding matter,1
kami bersimpati kepada saudara sebangsa dan saudara muslim kami orang aceh semoga tetap kuat untuk menghadapi gempuran orang orang ilegal ini dan selalu diberikan kesabaran dan jangan emosi untuk orang rohingya jangan coba coba kalian datang ke indonesia kalian belum tau kalau rakyat indonesia marah yaa,"['bersimpati', 'saudara', 'sebangsa', 'saudara', 'muslim', 'aceh', 'semoga', 'kuat', 'menghadapi', 'gempuran', 'ilegal', 'kesabaran', 'emosi', 'rohingya', 'coba', 'coba', 'tau', 'rakyat', 'marah', 'yaa']",bersimpati saudara sebangsa saudara muslim aceh semoga kuat menghadapi gempuran ilegal kesabaran emosi rohingya coba coba tau rakyat marah yaa,3
as an indonesia were very displeased and disturbed with rohingya refugees despite our attempt of giving them food and shelter they throw them out to the sea and complaining about the food,"['displeased', 'disturbed', 'rohingya', 'refugees', 'despite', 'attempt', 'giving', 'food', 'shelter', 'throw', 'sea', 'complaining', 'food']",displeased disturbed rohingya refugees despite attempt giving food shelter throw sea complaining food,0
bakar aja kapal meraka bg kita hdp mau makan nassi piring aja susah mau tampung meraka lagi kita kebanjiran kena seroja bantua indomie telur makan sampe tumbu bisul meraka enak saja mkn ayam sayur lagi nasinya kurang lagi coba meraka sandar di ntt sampe langsung kita bakar,"['bakar', 'kapal', 'meraka', 'bg', 'hdp', 'makan', 'nassi', 'piring', 'susah', 'tampung', 'meraka', 'kebanjiran', 'kena', 'seroja', 'bantua', 'indomie', 'telur', 'makan', 'sampe', 'tumbu', 'bisul', 'meraka', 'enak', 'mkn', 'ayam', 'sayur', 'nasinya', 'coba', 'meraka', 'sandar', 'ntt', 'sampe', 'langsung', 'bakar']",bakar kapal meraka bg hdp makan nassi piring susah tampung meraka kebanjiran kena seroja bantua indomie telur makan sampe tumbu bisul meraka enak mkn ayam sayur nasinya coba meraka sandar ntt sampe langsung bakar,0
bakar kapal meraka aja bg,"['bakar', 'kapal', 'meraka', 'bg']",bakar kapal meraka bg,0
this is not a burmese problem it is not a british problem and it is only an indonesian problem and a malaysian problem in as much as they follow the same religion it is an islamic problem the rohingya never bothered to learn burmese or any of the other indigenous languages of myanmar they never integrated with the country and they persistently agitated for an islamic state in rakhine state which is clearly unacceptable to the majority there furthermore they have failed to practice birth control in the camps which is why they are so overcrowded several hundred thousand rohingya were born in the camps their language is closely related to the chittagong language in bangladesh and they are culturally similar to bangladeshis one of the very few things that most of the warring factions in myanmar agree in is that they agree with the removal of the rohingyathe only two viable options are that they are integated into bangladeshi society with financial support from the islamic world or they are relocated to islamic countries,"['burmese', 'problem', 'british', 'problem', 'indonesian', 'problem', 'malaysian', 'problem', 'much', 'follow', 'religion', 'islamic', 'problem', 'rohingya', 'never', 'bothered', 'learn', 'burmese', 'indigenous', 'languages', 'myanmar', 'never', 'integrated', 'country', 'persistently', 'agitated', 'islamic', 'state', 'rakhine', 'state', 'clearly', 'unacceptable', 'majority', 'furthermore', 'failed', 'practice', 'birth', 'control', 'camps', 'overcrowded', 'several', 'hundred', 'thousand', 'rohingya', 'born', 'camps', 'language', 'closely', 'related', 'chittagong', 'language', 'bangladesh', 'culturally', 'similar', 'bangladeshis', 'one', 'things', 'warring', 'factions', 'myanmar', 'agree', 'agree', 'removal', 'rohingyathe', 'two', 'viable', 'options', 'integated', 'bangladeshi', 'society', 'financial', 'support', 'islamic', 'world', 'relocated', 'islamic', 'countries']",burmese problem british problem indonesian problem malaysian problem much follow religion islamic problem rohingya never bothered learn burmese indigenous languages myanmar never integrated country persistently agitated islamic state rakhine state clearly unacceptable majority furthermore failed practice birth control camps overcrowded several hundred thousand rohingya born camps language closely related chittagong language bangladesh culturally similar bangladeshis one things warring factions myanmar agree agree removal rohingyathe two viable options integated bangladeshi society financial support islamic world relocated islamic countries,1
ngapain kayak gini enakan nyamar jadi pengungsi seperti orang bangladesh yang miskin moral serta miskin senyum modal naik perahu tanpa identitas di kasih tempat tinggal gratis makan kali sehari uang bulanan juta tanpa kerja bahkan kabarnya mau dikasih pulauwalaupun makanan nya ga cukup tapi emang dia rakus,"['ngapain', 'kayak', 'gini', 'enakan', 'nyamar', 'pengungsi', 'bangladesh', 'miskin', 'moral', 'miskin', 'senyum', 'modal', 'perahu', 'identitas', 'kasih', 'tinggal', 'gratis', 'makan', 'kali', 'sehari', 'uang', 'bulanan', 'juta', 'kerja', 'kabarnya', 'dikasih', 'pulauwalaupun', 'makanan', 'emang', 'rakus']",ngapain kayak gini enakan nyamar pengungsi bangladesh miskin moral miskin senyum modal perahu identitas kasih tinggal gratis makan kali sehari uang bulanan juta kerja kabarnya dikasih pulauwalaupun makanan emang rakus,0
kami warga indonesia masyarakat indonesia gak mengijinkan ada pengusi di indonesia sampai kiyamat sekalipun kami warga indonesia ga akan ijinkan ada pengungsi luar masuk indonesia ingat itu,"['warga', 'masyarakat', 'mengijinkan', 'pengusi', 'kiyamat', 'warga', 'ijinkan', 'pengungsi', 'masuk']",warga masyarakat mengijinkan pengusi kiyamat warga ijinkan pengungsi masuk,0
when europeans protest this behavior the are called racist when asians protest this we call it common sense got to love those double standards,"['europeans', 'protest', 'behavior', 'called', 'racist', 'asians', 'protest', 'call', 'common', 'sense', 'got', 'love', 'double', 'standards']",europeans protest behavior called racist asians protest call common sense got love double standards,0
usirrr keluar nkri,"['usirrr', 'nkri']",usirrr nkri,0
kami negara hukum siapa saja masuk negara kami tanpa data tidak boleh itu sudah melanggar hukum negara kami dan hukum internasonal kami punya hak atas negara kami tidak ada yang berhak mengatur hukum kami sebab itu rumah kamidan perlu di mengerti di pahami dunia negara kami tidak berikan pernyataan bahwa negara kami adalah rumah penampungan pengunsi permanen dan menetap selama nyadan kami tidak layak anggaran kami keuangan kami dan lain lain di peruntuhkan buat pelarian pengunsi ini bukan masalah kami ini masalah organisasi dunia yang layak seperti itukami bukan tak punya agama apa lagi tidak punya rasa kemanusiankami hanya menjaga dan mencintai negri kami dari orang orang yang tak jelas mengatas namakan agama dan kemanusiaan,"['negara', 'hukum', 'masuk', 'negara', 'data', 'melanggar', 'hukum', 'negara', 'hukum', 'internasonal', 'hak', 'negara', 'berhak', 'mengatur', 'hukum', 'rumah', 'kamidan', 'mengerti', 'pahami', 'dunia', 'negara', 'pernyataan', 'negara', 'rumah', 'penampungan', 'pengunsi', 'permanen', 'menetap', 'nyadan', 'layak', 'anggaran', 'keuangan', 'peruntuhkan', 'pelarian', 'pengunsi', 'organisasi', 'dunia', 'layak', 'itukami', 'agama', 'kemanusiankami', 'menjaga', 'mencintai', 'negri', 'mengatas', 'namakan', 'agama', 'kemanusiaan']",negara hukum masuk negara data melanggar hukum negara hukum internasonal hak negara berhak mengatur hukum rumah kamidan mengerti pahami dunia negara pernyataan negara rumah penampungan pengunsi permanen menetap nyadan layak anggaran keuangan peruntuhkan pelarian pengunsi organisasi dunia layak itukami agama kemanusiankami menjaga mencintai negri mengatas namakan agama kemanusiaan,0
let me remind people here indonesia never take part in un convention about refugees and has no part in protocol so indonesia is not obligated to shelter them these people however the rohingya that recently came to aceh is not refugees from myanmar these people is the victim of human trafficking and not stranded here they are planned to be trafficked to indonesia they are illegal imigrants from the shelter in bangladesh un you take back this people even if indonesian or malaysian start to butcher them there is no law can justify this two countries they are illegal immigrant and not grateful for what the people of indonesia have done for them …,"['let', 'remind', 'people', 'never', 'take', 'part', 'un', 'convention', 'refugees', 'part', 'protocol', 'obligated', 'shelter', 'people', 'however', 'rohingya', 'recently', 'came', 'aceh', 'refugees', 'myanmar', 'people', 'victim', 'human', 'trafficking', 'stranded', 'planned', 'trafficked', 'illegal', 'imigrants', 'shelter', 'bangladesh', 'un', 'take', 'back', 'people', 'even', 'indonesian', 'malaysian', 'start', 'butcher', 'law', 'justify', 'two', 'countries', 'illegal', 'immigrant', 'grateful', 'people', 'done', '…']",let remind people never take part un convention refugees part protocol obligated shelter people however rohingya recently came aceh refugees myanmar people victim human trafficking stranded planned trafficked illegal imigrants shelter bangladesh un take back people even indonesian malaysian start butcher law justify two countries illegal immigrant grateful people done …,1
the rohingya ethnicity often throws tantrums they do not know to be grateful food donated by residents is thrown away many protest that the food given is small even though acehnese themselves live in poverty and hunger there have been cases of rohingya youth raping their rohingya girls in exile they often run away from censorship naturally acehnese people are afraid because they are afraid of increasing crime in aceh,"['rohingya', 'ethnicity', 'often', 'throws', 'tantrums', 'know', 'grateful', 'food', 'donated', 'residents', 'thrown', 'away', 'many', 'protest', 'food', 'given', 'small', 'even', 'though', 'acehnese', 'live', 'poverty', 'hunger', 'cases', 'rohingya', 'youth', 'raping', 'rohingya', 'girls', 'exile', 'often', 'run', 'away', 'censorship', 'naturally', 'acehnese', 'people', 'afraid', 'afraid', 'increasing', 'crime', 'aceh']",rohingya ethnicity often throws tantrums know grateful food donated residents thrown away many protest food given small even though acehnese live poverty hunger cases rohingya youth raping rohingya girls exile often run away censorship naturally acehnese people afraid afraid increasing crime aceh,1
it should be explained that aceh at first was very accepting of the rohingya ethnicity but after they accepted well the attitude of the rohingya ethnicity they didnt even know thank you and did not respect the locals they often threw tantrums they arbitrarily threw away the food given they complained that the food given to the rohingya ethnicity was very decent and luxurious for us acehnese people even though many acehnese live poorly and starving,"['explained', 'aceh', 'first', 'accepting', 'rohingya', 'ethnicity', 'accepted', 'well', 'attitude', 'rohingya', 'ethnicity', 'didnt', 'even', 'know', 'thank', 'respect', 'locals', 'often', 'threw', 'tantrums', 'arbitrarily', 'threw', 'away', 'food', 'given', 'complained', 'food', 'given', 'rohingya', 'ethnicity', 'decent', 'luxurious', 'us', 'acehnese', 'people', 'even', 'though', 'many', 'acehnese', 'live', 'poorly', 'starving']",explained aceh first accepting rohingya ethnicity accepted well attitude rohingya ethnicity didnt even know thank respect locals often threw tantrums arbitrarily threw away food given complained food given rohingya ethnicity decent luxurious us acehnese people even though many acehnese live poorly starving,1
we dont want indonesia face the same thing like palestine in the future,"['dont', 'want', 'face', 'thing', 'like', 'palestine', 'future']",dont want face thing like palestine future,1
refuse,['refuse'],refuse,0
its better rohingya peoples back myanmar or bangladeshrohingya peoples is the bangladesh community,"['better', 'rohingya', 'peoples', 'back', 'myanmar', 'bangladeshrohingya', 'peoples', 'bangladesh', 'community']",better rohingya peoples back myanmar bangladeshrohingya peoples bangladesh community,3
thank you al jazeeranow im happy the world see that indonesian dont want rohingya to come to our country again and againtake rohingya out from indonesiafor unhcr i want to say fk you,"['thank', 'al', 'jazeeranow', 'im', 'happy', 'world', 'see', 'indonesian', 'dont', 'want', 'rohingya', 'come', 'country', 'againtake', 'rohingya', 'indonesiafor', 'unhcr', 'want', 'say', 'fk']",thank al jazeeranow im happy world see indonesian dont want rohingya come country againtake rohingya indonesiafor unhcr want say fk,1
but you still would not want to relate to how people in western countries feel about massive refugees with so much difference in culture and religion,"['still', 'would', 'want', 'relate', 'people', 'western', 'countries', 'feel', 'massive', 'refugees', 'much', 'difference', 'culture', 'religion']",still would want relate people western countries feel massive refugees much difference culture religion,1
fyiprov aceh is the poorest province in indonesiaso dont give them any cases any more,"['fyiprov', 'aceh', 'poorest', 'province', 'indonesiaso', 'dont', 'give', 'cases']",fyiprov aceh poorest province indonesiaso dont give cases,0
say no to rohingyakatakan tidak kepada rohingya,"['say', 'rohingyakatakan', 'rohingya']",say rohingyakatakan rohingya,3
we reject the rohingya not because of human rights issues racial or religious differences but because their behavior is very bad they threw away aid damaged camps polluted fish ponds dumped samoah carelessly slandered harassed volunteers even though we have prioritized helping them over our relatives we provide houses allowances free electricity free water free education free health care when many of our relatives are still in need rohingya are cowards who ran away from the battlefield they have no patriotism and they are never grateful these are the facts the world needs to know,"['reject', 'rohingya', 'human', 'rights', 'issues', 'racial', 'religious', 'differences', 'behavior', 'bad', 'threw', 'away', 'aid', 'damaged', 'camps', 'polluted', 'fish', 'ponds', 'dumped', 'samoah', 'carelessly', 'slandered', 'harassed', 'volunteers', 'even', 'though', 'prioritized', 'helping', 'relatives', 'provide', 'houses', 'allowances', 'free', 'electricity', 'free', 'water', 'free', 'education', 'free', 'health', 'care', 'many', 'relatives', 'still', 'need', 'rohingya', 'cowards', 'ran', 'away', 'battlefield', 'patriotism', 'never', 'grateful', 'facts', 'world', 'needs', 'know']",reject rohingya human rights issues racial religious differences behavior bad threw away aid damaged camps polluted fish ponds dumped samoah carelessly slandered harassed volunteers even though prioritized helping relatives provide houses allowances free electricity free water free education free health care many relatives still need rohingya cowards ran away battlefield patriotism never grateful facts world needs know,1
kami bangsa indonesia tidak menerima rohingyaallahu akbaarrrrrrmerdekaaaaa atau matiiiiimerdekaaaa indonesiaaaa,"['bangsa', 'menerima', 'rohingyaallahu', 'akbaarrrrrrmerdekaaaaa', 'matiiiiimerdekaaaa', 'indonesiaaaa']",bangsa menerima rohingyaallahu akbaarrrrrrmerdekaaaaa matiiiiimerdekaaaa indonesiaaaa,0
dont look at it from the perspective of refugees look at the indonesian people there are still many who are still poor and suffering the refugees who come are human traffickers by irresponsible individuals international media is increasingly adding to the problem with its news,"['dont', 'look', 'perspective', 'refugees', 'look', 'indonesian', 'people', 'still', 'many', 'still', 'poor', 'suffering', 'refugees', 'come', 'human', 'traffickers', 'irresponsible', 'individuals', 'international', 'media', 'increasingly', 'adding', 'problem', 'news']",dont look perspective refugees look indonesian people still many still poor suffering refugees come human traffickers irresponsible individuals international media increasingly adding problem news,1
stop rohingya plss,"['stop', 'rohingya', 'plss']",stop rohingya plss,3
harusnya mereka angkat senjata ke pada militer myanmar hidup terhina mati secara terhormat,"['angkat', 'senjata', 'militer', 'myanmar', 'hidup', 'terhina', 'mati', 'terhormat']",angkat senjata militer myanmar hidup terhina mati terhormat,0
terus galang persatuan wahai rakyat aceh satukan kekuatan kalian tolak pengungsi rohingya gelar demo tolak rohingya sampai mereka semuanya tak ada satupun yg tersisa awas ada agenda asing yg mencoba bermain diaceh kususnya indonesia umumnya awasss ada agenda asing yang sedang di jalankan usirrrr tanpa pandang bulu u s i r r r,"['galang', 'persatuan', 'rakyat', 'aceh', 'satukan', 'kekuatan', 'tolak', 'pengungsi', 'rohingya', 'gelar', 'demo', 'tolak', 'rohingya', 'satupun', 'tersisa', 'awas', 'agenda', 'asing', 'mencoba', 'bermain', 'diaceh', 'kususnya', 'awasss', 'agenda', 'asing', 'jalankan', 'usirrrr', 'pandang', 'bulu', 'r', 'r', 'r']",galang persatuan rakyat aceh satukan kekuatan tolak pengungsi rohingya gelar demo tolak rohingya satupun tersisa awas agenda asing mencoba bermain diaceh kususnya awasss agenda asing jalankan usirrrr pandang bulu r r r,3
them we support our muslim brothers in palestine also them get out in our homeland rohingya muslim,"['support', 'muslim', 'brothers', 'palestine', 'also', 'get', 'homeland', 'rohingya', 'muslim']",support muslim brothers palestine also get homeland rohingya muslim,2
come on read the lines the boat depart from bangladesh there were no refugeee only illegal immigrant from bangladesh all of them already holder of unhcr card for refugees from bangladesh how many time must we accept the rohingya being refugees does not made them a right to breach indonesian border and landed,"['come', 'read', 'lines', 'boat', 'depart', 'bangladesh', 'refugeee', 'illegal', 'immigrant', 'bangladesh', 'already', 'holder', 'unhcr', 'card', 'refugees', 'bangladesh', 'many', 'time', 'must', 'accept', 'rohingya', 'refugees', 'made', 'right', 'breach', 'indonesian', 'border', 'landed']",come read lines boat depart bangladesh refugeee illegal immigrant bangladesh already holder unhcr card refugees bangladesh many time must accept rohingya refugees made right breach indonesian border landed,1
the history of the arrival of israel jews to palistine ast the time became a warning of the indonesian people and nationso it is natural that the indonesian and people reject the arrival of bangladeshi rohingya illegal immigrant for the sake of the peace of the indonesian people and nationbravo indonesian peopleunited to defend the integrity sove reignty the country is fixed peice,"['history', 'arrival', 'israel', 'jews', 'palistine', 'ast', 'time', 'became', 'warning', 'indonesian', 'people', 'nationso', 'natural', 'indonesian', 'people', 'reject', 'arrival', 'bangladeshi', 'rohingya', 'illegal', 'immigrant', 'sake', 'peace', 'indonesian', 'people', 'nationbravo', 'indonesian', 'peopleunited', 'defend', 'integrity', 'sove', 'reignty', 'country', 'fixed', 'peice']",history arrival israel jews palistine ast time became warning indonesian people nationso natural indonesian people reject arrival bangladeshi rohingya illegal immigrant sake peace indonesian people nationbravo indonesian peopleunited defend integrity sove reignty country fixed peice,1
makan tidur gratis lu anjing d negara wngentot bkin anak lu ddgn gratisyg biayain anggaran negarakontol lu anjjng,"['makan', 'tidur', 'gratis', 'lu', 'anjing', 'negara', 'wngentot', 'bkin', 'anak', 'lu', 'ddgn', 'gratisyg', 'biayain', 'anggaran', 'negarakontol', 'lu', 'anjjng']",makan tidur gratis lu anjing negara wngentot bkin anak lu ddgn gratisyg biayain anggaran negarakontol lu anjjng,0
rohingya are not refugees but illegal immigrant camouflaging as refugees refugees risk their life from being oppress but rohingya pays bangladeshi agent to ferry them to their desirable countries with an active handphone and monies furthermore their idiotic stubbornness and harsh attitude couldnt be accepted by other sea peoples as malaysian we had enough of them and wish all of them will be deported to their country of origin,"['rohingya', 'refugees', 'illegal', 'immigrant', 'camouflaging', 'refugees', 'refugees', 'risk', 'life', 'oppress', 'rohingya', 'pays', 'bangladeshi', 'agent', 'ferry', 'desirable', 'countries', 'active', 'handphone', 'monies', 'furthermore', 'idiotic', 'stubbornness', 'harsh', 'attitude', 'couldnt', 'accepted', 'sea', 'peoples', 'malaysian', 'enough', 'wish', 'deported', 'country', 'origin']",rohingya refugees illegal immigrant camouflaging refugees refugees risk life oppress rohingya pays bangladeshi agent ferry desirable countries active handphone monies furthermore idiotic stubbornness harsh attitude couldnt accepted sea peoples malaysian enough wish deported country origin,1
the government the rich people of indonesia pls do something to help the soonest more boats are coming dont burden the poor,"['government', 'rich', 'people', 'pls', 'something', 'help', 'soonest', 'boats', 'coming', 'dont', 'burden', 'poor']",government rich people pls something help soonest boats coming dont burden poor,1
anyone could end up a refugee one day in another country just think about how you would feel if you were rejected because of the actions of a few,"['anyone', 'could', 'end', 'refugee', 'one', 'day', 'another', 'country', 'think', 'would', 'feel', 'rejected', 'actions']",anyone could end refugee one day another country think would feel rejected actions,1
go away rohingya people forever from indonesia theyre not welcome,"['go', 'away', 'rohingya', 'people', 'forever', 'theyre', 'welcome']",go away rohingya people forever theyre welcome,1
no refuges anymoresay no to rohingya,"['refuges', 'anymoresay', 'rohingya']",refuges anymoresay rohingya,3
considering they bad attitudebetter if they go back to coxs bazaar,"['considering', 'bad', 'attitudebetter', 'go', 'back', 'coxs', 'bazaar']",considering bad attitudebetter go back coxs bazaar,1
i think qatar should take care all of them right qatar your muslim brother and sister too,"['think', 'qatar', 'take', 'care', 'right', 'qatar', 'muslim', 'brother', 'sister']",think qatar take care right qatar muslim brother sister,2
getout unhcr getout rohingnya from my country indonesia,"['getout', 'unhcr', 'getout', 'country']",getout unhcr getout country,0
mereka datang meminta pulau dan membuat kekacauan mereka datan untuk merampok bukan meminta perlindungan,"['pulau', 'kekacauan', 'datan', 'merampok', 'perlindungan']",pulau kekacauan datan merampok perlindungan,0
dont compare rohingya n palestine its totally different,"['dont', 'compare', 'rohingya', 'n', 'palestine', 'totally', 'different']",dont compare rohingya n palestine totally different,3
bring them to islam country,"['bring', 'islam', 'country']",bring islam country,1
arent islamists are brothers and sisters,"['arent', 'islamists', 'brothers', 'sisters']",arent islamists brothers sisters,0
